shipment_id,date,origin_hub,destination_hub,carrier,delivery_days_actual,delivery_days_promised,distance_km,weight_kg,cost_usd,on_time_delivery,delay_reason,product_category,season,priority
SHP-08026,2024-06-16,Dallas,New_York,MegaFreight,2,2,1055,8.55,35.72,1,,electronics,summer,express
SHP-08027,2024-03-22,Chicago,Dallas,MegaFreight,5,5,981,18.65,37.83,1,,industrial,spring,standard
SHP-08028,2024-01-01,Phoenix,Chicago,MegaFreight,4,2,447,62.96,30.97,0,capacity,industrial,winter,express
SHP-08029,2024-01-31,Chicago,Houston,FastShip,4,2,746,14.2,92.49,0,weather,industrial,winter,express
SHP-08030,2024-02-11,San_Antonio,New_York,LocalEx,1,1,2292,5.89,126.51,1,,clothing,winter,overnight
SHP-08031,2024-04-12,Los_Angeles,New_York,MegaFreight,2,3,3156,55.43,175.34,1,,industrial,spring,standard
SHP-08032,2024-04-17,Chicago,Los_Angeles,MegaFreight,6,6,604,11.31,40.98,1,,electronics,spring,standard
SHP-08033,2024-02-01,Chicago,Philadelphia,MegaFreight,3,4,1145,10.82,34.77,1,,clothing,winter,standard
SHP-08034,2024-03-28,New_York,Philadelphia,FastShip,6,7,1075,54.2,58.09,1,,perishables,spring,standard
SHP-08035,2024-04-23,New_York,San_Antonio,MegaFreight,3,2,810,49.27,80.94,0,capacity,industrial,spring,express
SHP-08036,2024-04-30,New_York,Philadelphia,FastShip,4,1,1083,31.51,107.26,0,capacity,perishables,spring,overnight
SHP-08037,2024-04-16,Los_Angeles,Phoenix,LocalEx,3,3,2491,12.5,43.09,1,,electronics,spring,express
SHP-08038,2024-03-31,New_York,San_Antonio,FastShip,3,4,907,2.16,27.22,1,,clothing,spring,standard
SHP-08039,2024-01-27,New_York,Philadelphia,MegaFreight,2,2,356,48.46,52.31,1,,industrial,winter,express
SHP-08040,2024-02-03,New_York,Dallas,MegaFreight,5,2,1180,9.1,66.65,0,other,clothing,winter,express
SHP-08041,2024-01-20,Philadelphia,Dallas,QuickPost,3,3,1610,10.54,36.66,1,,perishables,winter,standard
SHP-08042,2024-02-06,Chicago,Houston,FastShip,3,4,922,9.21,29.98,1,,electronics,winter,standard
SHP-08043,2024-03-07,Los_Angeles,San_Antonio,LocalEx,6,4,374,21.88,20.84,0,capacity,industrial,spring,standard
SHP-08044,2024-02-26,Phoenix,Chicago,QuickPost,3,1,2098,8.28,117.91,0,mechanical,clothing,winter,overnight
SHP-08045,2024-01-26,San_Antonio,Philadelphia,FastShip,6,6,739,17.91,27.12,1,,perishables,winter,standard
SHP-08046,2024-01-11,Los_Angeles,San_Antonio,FastShip,6,7,460,55.47,60.02,1,,furniture,winter,standard
SHP-08047,2024-05-04,New_York,Phoenix,FastShip,5,6,903,3.77,22.97,1,,clothing,spring,standard
SHP-08048,2024-01-27,Chicago,Los_Angeles,MegaFreight,1,2,860,6.03,43.41,1,,clothing,winter,express
SHP-08049,2024-06-12,Los_Angeles,Chicago,MegaFreight,6,6,591,12.75,25.32,1,,electronics,summer,standard
SHP-08050,2024-05-05,San_Antonio,New_York,LocalEx,6,3,1250,7.78,43.7,0,capacity,industrial,spring,express
SHP-08051,2024-06-26,Dallas,Philadelphia,MegaFreight,5,6,1765,8.92,53.87,1,,electronics,summer,standard
SHP-08052,2024-04-21,Chicago,Houston,FastShip,1,1,623,29.61,63.26,1,,industrial,spring,overnight
SHP-08053,2024-03-20,Houston,Dallas,QuickPost,5,2,1820,21.99,119.18,0,weather,industrial,spring,express
SHP-08054,2024-03-10,Chicago,New_York,MegaFreight,2,3,624,24.64,26.46,1,,perishables,spring,standard
SHP-08055,2024-02-23,New_York,Chicago,MegaFreight,2,2,1079,18.59,61.27,1,,perishables,winter,express
SHP-08056,2024-05-22,Houston,Chicago,FastShip,5,3,1555,6.93,36.82,0,mechanical,perishables,spring,standard
SHP-08057,2024-06-15,Dallas,Philadelphia,QuickPost,5,6,1274,16.15,39.42,1,,industrial,summer,standard
SHP-08058,2024-06-08,Chicago,New_York,MegaFreight,4,5,1861,7.34,27.52,1,,electronics,summer,standard
SHP-08059,2024-05-30,Los_Angeles,Chicago,FastShip,6,7,693,5.39,16.99,1,,clothing,spring,standard
SHP-08060,2024-05-07,Philadelphia,Los_Angeles,MegaFreight,4,4,1487,23.08,39.21,1,,industrial,spring,standard
SHP-08061,2024-01-02,Philadelphia,Dallas,FastShip,4,4,1972,12.2,62.44,1,,industrial,winter,standard
SHP-08062,2024-06-28,New_York,Los_Angeles,QuickPost,2,2,1998,15.33,88.1,1,,electronics,summer,express
SHP-08063,2024-01-07,Los_Angeles,Dallas,MegaFreight,3,4,1147,31.57,53.1,1,,furniture,winter,standard
SHP-08064,2024-03-25,Houston,Chicago,FastShip,2,2,882,26.93,27.14,1,,furniture,spring,express
SHP-08065,2024-01-14,Los_Angeles,Houston,FastShip,6,4,710,4.42,16.02,0,weather,clothing,winter,standard
SHP-08066,2024-06-11,Houston,Philadelphia,QuickPost,1,1,2087,8.84,188.38,1,,perishables,summer,overnight
SHP-08067,2024-03-06,Chicago,New_York,FastShip,6,7,424,36.84,25.44,1,,perishables,spring,standard
SHP-08068,2024-05-26,Dallas,Philadelphia,FastShip,2,3,2515,8.7,45.76,1,,electronics,spring,express
SHP-08069,2024-02-18,Chicago,Chicago,FastShip,1,1,905,13.67,61.23,1,,perishables,winter,overnight
SHP-08070,2024-06-03,Chicago,San_Antonio,FastShip,5,5,1102,121.89,69.22,1,,furniture,summer,standard
SHP-08071,2024-04-02,Philadelphia,New_York,LocalEx,3,4,426,50.55,39.24,1,,industrial,spring,standard
SHP-08072,2024-04-11,Chicago,New_York,LocalEx,3,2,1050,6.63,40.29,0,weather,electronics,spring,express
SHP-08073,2024-06-19,Houston,Philadelphia,LocalEx,4,4,996,12.62,18.5,1,,perishables,summer,standard
SHP-08074,2024-01-14,Phoenix,Philadelphia,MegaFreight,1,1,1632,12.23,75.78,1,,industrial,winter,overnight
SHP-08075,2024-05-31,Los_Angeles,New_York,QuickPost,4,4,986,7.68,23.57,1,,clothing,spring,standard
SHP-08076,2024-05-31,Chicago,Phoenix,MegaFreight,1,2,1316,16.72,46.88,1,,furniture,spring,express
SHP-08077,2024-04-09,Chicago,New_York,FastShip,3,3,1477,18.91,47.7,1,,perishables,spring,standard
SHP-08078,2024-02-27,Dallas,Los_Angeles,QuickPost,3,3,2136,23.4,109.33,1,,perishables,winter,express
SHP-08079,2024-02-04,Philadelphia,San_Antonio,FastShip,7,7,497,6.5,37.05,1,,clothing,winter,standard
SHP-08080,2024-06-23,Philadelphia,Los_Angeles,QuickPost,1,2,1650,82.86,300.12,1,,furniture,summer,express
SHP-08081,2024-05-17,Houston,Houston,FastShip,2,1,305,25.39,109.74,0,weather,industrial,spring,overnight
SHP-08082,2024-04-26,New_York,Chicago,FastShip,6,7,834,17.34,25.04,1,,electronics,spring,standard
SHP-08083,2024-06-03,New_York,Los_Angeles,LocalEx,6,7,1283,2.13,18.04,1,,clothing,summer,standard
SHP-08084,2024-06-07,Philadelphia,Dallas,QuickPost,2,3,1413,4.84,33.34,1,,clothing,summer,express
SHP-08085,2024-01-17,Dallas,Los_Angeles,MegaFreight,8,6,2711,27.27,52.78,0,other,industrial,winter,standard
SHP-08086,2024-02-29,New_York,Dallas,MegaFreight,2,2,1413,59.46,110.34,1,,industrial,winter,express
SHP-08087,2024-02-06,Dallas,Philadelphia,FastShip,4,3,2176,8.36,55.98,0,weather,perishables,winter,standard
SHP-08088,2024-06-13,San_Antonio,New_York,MegaFreight,6,6,1110,5.72,32.6,1,,clothing,summer,standard
SHP-08089,2024-02-12,New_York,Phoenix,LocalEx,2,2,1764,62.02,176.14,1,,furniture,winter,express
SHP-08090,2024-04-04,New_York,Houston,FastShip,2,2,1412,14.06,43.49,1,,industrial,spring,express
SHP-08091,2024-01-03,New_York,San_Antonio,MegaFreight,3,3,805,6.11,44.83,1,,electronics,winter,express
SHP-08092,2024-03-03,Phoenix,Houston,FastShip,3,3,1202,8.29,36.56,1,,clothing,spring,express
SHP-08093,2024-06-15,Chicago,Los_Angeles,QuickPost,5,5,934,68.78,130.95,1,,furniture,summer,standard
SHP-08094,2024-03-02,Los_Angeles,Houston,LocalEx,5,6,1154,7.18,44.44,1,,electronics,spring,standard
SHP-08095,2024-03-05,Chicago,San_Antonio,QuickPost,6,5,1197,27.86,41.68,0,weather,industrial,spring,standard
SHP-08096,2024-03-13,Houston,San_Antonio,FastShip,3,3,1014,23.38,106.0,1,,perishables,spring,express
SHP-08097,2024-02-12,Los_Angeles,New_York,LocalEx,2,3,1082,6.59,44.28,1,,clothing,winter,express
SHP-08098,2024-04-02,San_Antonio,Houston,QuickPost,4,5,1243,10.46,36.53,1,,perishables,spring,standard
SHP-08099,2024-02-05,Phoenix,Chicago,LocalEx,5,5,746,37.44,49.18,1,,industrial,winter,standard
SHP-08100,2024-01-01,Houston,Philadelphia,FastShip,1,2,2004,5.16,32.3,1,,clothing,winter,express
SHP-08101,2024-05-29,Los_Angeles,Philadelphia,MegaFreight,7,3,775,4.81,26.63,0,capacity,clothing,spring,express
SHP-08102,2024-01-17,Houston,Phoenix,FastShip,3,3,1088,76.66,92.21,1,,industrial,winter,express
SHP-08103,2024-04-12,Chicago,Philadelphia,MegaFreight,4,4,744,13.14,30.64,1,,electronics,spring,standard
SHP-08104,2024-01-26,San_Antonio,New_York,LocalEx,3,3,1784,33.27,64.33,1,,industrial,winter,express
SHP-08105,2024-05-07,New_York,Chicago,QuickPost,4,4,825,9.31,39.55,1,,clothing,spring,standard
SHP-08106,2024-04-08,Houston,New_York,MegaFreight,2,2,1254,59.7,85.76,1,,industrial,spring,express
SHP-08107,2024-05-09,Philadelphia,New_York,FastShip,7,7,817,9.76,20.48,1,,perishables,spring,standard
SHP-08108,2024-03-21,Philadelphia,New_York,FastShip,1,1,1407,8.35,61.67,1,,perishables,spring,overnight
SHP-08109,2024-01-23,Houston,Los_Angeles,MegaFreight,1,2,1288,2.93,36.66,1,,clothing,winter,express
SHP-08110,2024-03-29,Chicago,Los_Angeles,LocalEx,5,3,883,19.47,44.69,0,capacity,furniture,spring,express
SHP-08111,2024-03-07,San_Antonio,Philadelphia,LocalEx,4,4,1178,16.86,32.76,1,,electronics,spring,standard
SHP-08112,2024-01-13,Chicago,Los_Angeles,FastShip,3,3,1203,13.34,34.35,1,,electronics,winter,standard
SHP-08113,2024-03-09,New_York,Chicago,FastShip,5,5,867,16.04,38.37,1,,industrial,spring,standard
SHP-08114,2024-06-11,Philadelphia,Chicago,LocalEx,3,3,1470,37.33,194.46,1,,industrial,summer,express
SHP-08115,2024-02-13,Philadelphia,Phoenix,FastShip,5,6,1577,58.52,90.81,1,,furniture,winter,standard
SHP-08116,2024-02-04,New_York,Los_Angeles,MegaFreight,7,7,909,19.24,46.8,1,,industrial,winter,standard
SHP-08117,2024-04-18,Philadelphia,Dallas,MegaFreight,5,6,589,9.34,39.3,1,,electronics,spring,standard
SHP-08118,2024-03-08,Chicago,San_Antonio,MegaFreight,2,3,1298,10.78,35.22,1,,furniture,spring,standard
SHP-08119,2024-03-13,Dallas,Philadelphia,LocalEx,5,5,1406,4.6,27.52,1,,clothing,spring,standard
SHP-08120,2024-06-09,Los_Angeles,Phoenix,MegaFreight,1,2,943,19.29,64.75,1,,industrial,summer,express
SHP-08121,2024-04-28,New_York,Chicago,MegaFreight,5,5,1618,5.71,52.01,1,,clothing,spring,standard
SHP-08122,2024-01-30,Houston,New_York,QuickPost,6,3,1875,51.78,59.75,0,capacity,industrial,winter,express
SHP-08123,2024-03-18,San_Antonio,Houston,MegaFreight,5,5,622,11.59,15.95,1,,perishables,spring,standard
SHP-08124,2024-06-17,Houston,Phoenix,LocalEx,2,1,1671,5.01,37.92,0,mechanical,electronics,summer,overnight
SHP-08125,2024-02-28,Chicago,Philadelphia,QuickPost,2,2,487,1.29,9.12,1,,clothing,winter,express
SHP-08126,2024-03-28,San_Antonio,Chicago,QuickPost,3,3,1619,50.64,53.88,1,,furniture,spring,standard
SHP-08127,2024-04-22,Philadelphia,Chicago,MegaFreight,6,7,578,2.78,23.93,1,,clothing,spring,standard
SHP-08128,2024-04-30,Chicago,Philadelphia,QuickPost,1,1,720,17.87,114.62,1,,industrial,spring,overnight
SHP-08129,2024-06-18,Philadelphia,New_York,FastShip,3,3,2024,14.59,44.89,1,,industrial,summer,standard
SHP-08130,2024-03-02,Dallas,Los_Angeles,QuickPost,6,7,1033,4.85,23.04,1,,electronics,spring,standard
SHP-08131,2024-05-19,Phoenix,New_York,LocalEx,4,4,845,44.99,87.91,1,,industrial,spring,standard
SHP-08132,2024-03-03,Chicago,New_York,QuickPost,5,6,2046,14.85,37.29,1,,perishables,spring,standard
SHP-08133,2024-04-02,Chicago,Houston,FastShip,4,5,841,11.07,20.09,1,,perishables,spring,standard
SHP-08134,2024-03-21,Philadelphia,Houston,LocalEx,6,7,1226,2.31,21.58,1,,clothing,spring,standard
SHP-08135,2024-02-01,Chicago,Phoenix,FastShip,2,3,645,8.37,30.43,1,,electronics,winter,express
SHP-08136,2024-04-16,Los_Angeles,New_York,FastShip,6,6,1094,42.72,34.15,1,,industrial,spring,standard
SHP-08137,2024-06-01,Dallas,Los_Angeles,QuickPost,3,3,1085,12.47,24.52,1,,industrial,summer,standard
SHP-08138,2024-06-26,Dallas,New_York,MegaFreight,7,7,692,3.35,27.37,1,,clothing,summer,standard
SHP-08139,2024-03-01,New_York,Houston,LocalEx,7,7,776,7.3,24.34,1,,electronics,spring,standard
SHP-08140,2024-04-22,Los_Angeles,San_Antonio,FastShip,1,2,550,5.47,21.73,1,,clothing,spring,express
SHP-08141,2024-05-07,Dallas,Phoenix,MegaFreight,1,2,405,6.08,25.71,1,,electronics,spring,express
SHP-08142,2024-03-04,Phoenix,Los_Angeles,LocalEx,7,7,1085,6.47,23.17,1,,clothing,spring,standard
SHP-08143,2024-02-20,New_York,San_Antonio,LocalEx,2,3,826,19.9,52.74,1,,industrial,winter,express
SHP-08144,2024-02-22,Chicago,Philadelphia,FastShip,6,7,977,10.75,61.13,1,,perishables,winter,standard
SHP-08145,2024-04-15,San_Antonio,Los_Angeles,MegaFreight,5,6,1364,17.36,56.3,1,,electronics,spring,standard
SHP-08146,2024-06-04,Los_Angeles,San_Antonio,FastShip,6,6,957,2.4,15.98,1,,clothing,summer,standard
SHP-08147,2024-04-10,Philadelphia,San_Antonio,MegaFreight,5,6,860,38.79,38.98,1,,industrial,spring,standard
SHP-08148,2024-02-16,New_York,Chicago,LocalEx,2,3,1106,39.33,35.44,1,,industrial,winter,standard
SHP-08149,2024-01-17,Houston,Chicago,MegaFreight,3,3,1459,37.14,64.26,1,,furniture,winter,standard
SHP-08150,2024-06-26,Phoenix,Houston,MegaFreight,3,3,751,13.17,33.96,1,,industrial,summer,standard
SHP-08151,2024-01-01,New_York,Los_Angeles,FastShip,2,3,821,7.06,38.3,1,,electronics,winter,express
SHP-08152,2024-05-06,Los_Angeles,New_York,FastShip,5,6,1360,16.25,20.02,1,,industrial,spring,standard
SHP-08153,2024-06-28,New_York,Dallas,MegaFreight,5,4,1452,7.41,23.23,0,weather,clothing,summer,standard
SHP-08154,2024-01-31,San_Antonio,Los_Angeles,FastShip,1,1,1515,5.08,45.75,1,,electronics,winter,overnight
SHP-08155,2024-04-08,Los_Angeles,Dallas,FastShip,1,2,3471,6.92,121.83,1,,clothing,spring,express
SHP-08156,2024-06-21,Phoenix,Houston,FastShip,2,3,730,14.75,51.98,1,,perishables,summer,express
SHP-08157,2024-06-28,Chicago,Phoenix,QuickPost,5,5,685,7.63,20.1,1,,clothing,summer,standard
SHP-08158,2024-03-04,Chicago,New_York,LocalEx,6,6,1029,14.17,36.83,1,,electronics,spring,standard
SHP-08159,2024-04-24,Los_Angeles,Chicago,FastShip,12,7,1555,27.31,36.63,0,weather,perishables,spring,standard
SHP-08160,2024-03-30,New_York,Chicago,LocalEx,4,5,2452,17.38,49.93,1,,perishables,spring,standard
SHP-08161,2024-01-04,San_Antonio,Philadelphia,MegaFreight,1,2,1664,24.65,151.76,1,,industrial,winter,express
SHP-08162,2024-02-05,New_York,Phoenix,QuickPost,3,3,553,21.88,33.91,1,,electronics,winter,express
SHP-08163,2024-02-07,Phoenix,Chicago,FastShip,3,3,1943,10.73,40.09,1,,perishables,winter,standard
SHP-08164,2024-02-28,Philadelphia,Los_Angeles,MegaFreight,8,7,986,4.32,42.58,0,weather,clothing,winter,standard
SHP-08165,2024-06-14,San_Antonio,Los_Angeles,QuickPost,6,7,1090,2.92,21.94,1,,clothing,summer,standard
SHP-08166,2024-05-11,Houston,Dallas,MegaFreight,1,1,592,6.17,22.67,1,,clothing,spring,overnight
SHP-08167,2024-01-16,Phoenix,Dallas,FastShip,5,6,1045,59.83,26.44,1,,industrial,winter,standard
SHP-08168,2024-05-23,New_York,Houston,FastShip,4,4,629,24.42,24.58,1,,industrial,spring,standard
SHP-08169,2024-01-31,Chicago,Dallas,FastShip,6,7,640,15.46,50.08,1,,industrial,winter,standard
SHP-08170,2024-05-20,Chicago,Philadelphia,MegaFreight,6,7,565,2.23,10.35,1,,clothing,spring,standard
SHP-08171,2024-01-09,New_York,Los_Angeles,MegaFreight,5,2,1616,4.63,48.86,0,weather,clothing,winter,express
SHP-08172,2024-03-07,Chicago,Houston,MegaFreight,1,2,2619,9.02,77.6,1,,clothing,spring,express
SHP-08173,2024-06-10,Philadelphia,Philadelphia,LocalEx,6,7,556,163.29,179.27,1,,furniture,summer,standard
SHP-08174,2024-01-09,Phoenix,Houston,LocalEx,6,5,1380,11.88,67.23,0,capacity,perishables,winter,standard
SHP-08175,2024-01-12,Philadelphia,Los_Angeles,MegaFreight,1,2,1074,6.75,41.85,1,,clothing,winter,express
SHP-08176,2024-04-24,Chicago,Los_Angeles,MegaFreight,2,3,1363,8.73,15.29,1,,electronics,spring,standard
SHP-08177,2024-05-29,Chicago,New_York,MegaFreight,1,2,1493,6.63,55.62,1,,electronics,spring,express
SHP-08178,2024-04-22,Chicago,Philadelphia,MegaFreight,1,1,1066,34.3,120.52,1,,industrial,spring,overnight
SHP-08179,2024-01-04,San_Antonio,Los_Angeles,QuickPost,1,2,968,22.11,71.12,1,,industrial,winter,express
SHP-08180,2024-06-28,New_York,Phoenix,MegaFreight,3,3,336,7.3,19.67,1,,clothing,summer,standard
SHP-08181,2024-06-09,Dallas,Houston,FastShip,2,1,925,19.14,87.54,0,capacity,industrial,summer,overnight
SHP-08182,2024-03-26,Phoenix,Los_Angeles,QuickPost,5,5,1176,5.28,13.54,1,,electronics,spring,standard
SHP-08183,2024-04-23,Dallas,Los_Angeles,MegaFreight,4,2,1801,6.32,29.23,0,other,clothing,spring,express
SHP-08184,2024-06-14,Phoenix,Philadelphia,QuickPost,1,2,1039,4.53,24.78,1,,clothing,summer,express
SHP-08185,2024-05-14,Chicago,Philadelphia,MegaFreight,5,5,1997,18.48,87.88,1,,industrial,spring,standard
SHP-08186,2024-06-06,Dallas,Houston,FastShip,5,5,1477,4.54,24.93,1,,electronics,summer,standard
SHP-08187,2024-02-15,Dallas,Chicago,MegaFreight,1,1,1004,26.7,127.96,1,,industrial,winter,overnight
SHP-08188,2024-02-07,Philadelphia,Houston,MegaFreight,4,5,903,17.99,31.8,1,,electronics,winter,standard
SHP-08189,2024-03-03,New_York,Dallas,QuickPost,5,5,1062,33.02,57.02,1,,perishables,spring,standard
SHP-08190,2024-01-11,Dallas,Houston,MegaFreight,12,7,1256,8.06,29.91,0,weather,clothing,winter,standard
SHP-08191,2024-06-01,Philadelphia,New_York,QuickPost,4,5,2027,7.99,34.93,1,,electronics,summer,standard
SHP-08192,2024-01-18,San_Antonio,New_York,LocalEx,7,3,986,2.97,30.55,0,customs,clothing,winter,express
SHP-08193,2024-02-05,Phoenix,Dallas,QuickPost,6,4,1486,3.22,24.03,0,capacity,clothing,winter,standard
SHP-08194,2024-04-13,New_York,Dallas,FastShip,11,7,2046,9.52,36.45,0,mechanical,electronics,spring,standard
SHP-08195,2024-05-02,Phoenix,Chicago,FastShip,1,2,1094,4.38,21.43,1,,clothing,spring,express
SHP-08196,2024-05-02,Los_Angeles,New_York,LocalEx,6,6,1825,24.27,47.44,1,,industrial,spring,standard
SHP-08197,2024-02-19,Houston,San_Antonio,QuickPost,4,2,1287,3.77,77.87,0,mechanical,industrial,winter,express
SHP-08198,2024-02-26,Los_Angeles,Philadelphia,MegaFreight,2,3,1275,3.37,47.18,1,,clothing,winter,express
SHP-08199,2024-02-25,Houston,Philadelphia,QuickPost,4,5,725,5.58,27.13,1,,clothing,winter,standard
SHP-08200,2024-06-25,New_York,Dallas,MegaFreight,6,7,1341,20.65,32.88,1,,furniture,summer,standard
SHP-08201,2024-03-12,Chicago,Dallas,MegaFreight,4,2,691,26.97,78.61,0,mechanical,industrial,spring,express
SHP-08202,2024-05-19,Los_Angeles,New_York,LocalEx,9,6,652,25.5,33.8,0,mechanical,furniture,spring,standard
SHP-08203,2024-04-11,Chicago,San_Antonio,FastShip,4,4,492,2.15,14.51,1,,clothing,spring,standard
SHP-08204,2024-04-06,Houston,New_York,FastShip,6,6,1387,2.85,25.81,1,,clothing,spring,standard
SHP-08205,2024-03-20,Phoenix,Chicago,FastShip,1,2,3034,5.21,53.5,1,,clothing,spring,express
SHP-08206,2024-04-19,Chicago,New_York,FastShip,2,3,1139,23.69,63.67,1,,electronics,spring,express
SHP-08207,2024-01-28,Chicago,New_York,QuickPost,4,4,2794,3.35,43.24,1,,clothing,winter,standard
SHP-08208,2024-02-07,New_York,Los_Angeles,MegaFreight,5,6,2929,84.56,154.02,1,,furniture,winter,standard
SHP-08209,2024-02-23,New_York,Philadelphia,FastShip,2,2,3144,76.8,290.64,1,,furniture,winter,express
SHP-08210,2024-03-26,Houston,Philadelphia,FastShip,1,1,4607,164.76,476.66,1,,furniture,spring,overnight
SHP-08211,2024-04-17,Philadelphia,Chicago,MegaFreight,2,3,2113,107.44,217.27,1,,furniture,spring,express
SHP-08212,2024-04-25,Chicago,Houston,LocalEx,3,3,965,22.87,56.06,1,,furniture,spring,standard
SHP-08213,2024-06-09,Los_Angeles,Philadelphia,LocalEx,3,3,1160,58.49,85.98,1,,industrial,summer,express
SHP-08214,2024-04-14,Chicago,San_Antonio,LocalEx,3,3,1963,8.78,57.13,1,,electronics,spring,express
SHP-08215,2024-01-09,San_Antonio,Phoenix,MegaFreight,4,4,1321,18.2,44.5,1,,industrial,winter,standard
SHP-08216,2024-01-21,Houston,Los_Angeles,FastShip,4,4,771,2.07,27.52,1,,electronics,winter,standard
SHP-08217,2024-02-18,Phoenix,Chicago,MegaFreight,7,7,677,18.08,34.79,1,,electronics,winter,standard
SHP-08218,2024-05-10,Chicago,Phoenix,MegaFreight,6,2,1020,19.6,51.32,0,capacity,furniture,spring,express
SHP-08219,2024-06-13,Los_Angeles,Chicago,LocalEx,1,2,767,4.75,39.64,1,,clothing,summer,express
SHP-08220,2024-01-19,Chicago,New_York,MegaFreight,2,3,1823,2.14,28.77,1,,electronics,winter,standard
SHP-08221,2024-02-08,Phoenix,Houston,MegaFreight,4,5,1338,4.81,23.98,1,,perishables,winter,standard
SHP-08222,2024-05-13,Houston,New_York,FastShip,5,5,1322,61.88,83.79,1,,industrial,spring,standard
SHP-08223,2024-03-30,Houston,New_York,FastShip,4,4,1173,38.21,75.17,1,,industrial,spring,standard
SHP-08224,2024-05-19,Chicago,New_York,MegaFreight,4,4,757,21.46,31.68,1,,perishables,spring,standard
SHP-08225,2024-02-07,New_York,New_York,FastShip,1,1,1114,18.73,80.49,1,,perishables,winter,overnight
SHP-08226,2024-04-29,Houston,Phoenix,FastShip,2,3,2433,96.85,96.17,1,,furniture,spring,standard
SHP-08227,2024-01-24,New_York,Chicago,MegaFreight,2,3,1501,21.35,90.72,1,,perishables,winter,express
SHP-08228,2024-03-31,Chicago,Houston,QuickPost,2,3,1193,43.95,63.94,1,,industrial,spring,standard
SHP-08229,2024-03-01,New_York,Los_Angeles,QuickPost,5,3,1541,6.03,49.71,0,mechanical,clothing,spring,express
SHP-08230,2024-03-13,Philadelphia,New_York,QuickPost,1,2,1572,5.43,66.56,1,,electronics,spring,express
SHP-08231,2024-01-30,Dallas,New_York,FastShip,1,1,1176,1.61,61.67,1,,clothing,winter,overnight
SHP-08232,2024-05-19,Philadelphia,Los_Angeles,FastShip,5,5,721,61.02,55.38,1,,industrial,spring,standard
SHP-08233,2024-05-02,Chicago,Dallas,FastShip,7,7,699,10.89,31.0,1,,electronics,spring,standard
SHP-08234,2024-04-11,Chicago,New_York,FastShip,7,7,1370,15.02,47.4,1,,industrial,spring,standard
SHP-08235,2024-02-27,Chicago,Houston,FastShip,5,6,906,6.95,20.18,1,,electronics,winter,standard
